															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
286	scroll4	Solarstrahl	750	Sscroll	Misc	S87	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
287	scroll4	Gottes Eingriff	1000	Sscroll	Misc	S88	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
288	scroll1	Wiederbeleben	100	Sscroll	Misc	S89	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
289	scroll1	Giftwolke	150	Sscroll	Misc	S90	1	2	1	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
290	scroll2	Massenfluch	200	Sscroll	Misc	S91	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
291	scroll2	Schrapnell	250	Sscroll	Misc	S92	1	2	2	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
292	scroll3	Schrumpfstrahl	300	Sscroll	Misc	S93	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
293	scroll3	Tag des Schutzes	350	Sscroll	Misc	S94	1	2	3	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
294	scroll3	Finger des Todes	400	Sscroll	Misc	S95	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
295	scroll4	Mondstrahl	500	Sscroll	Misc	S96	1	2	4	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
296	scroll4	Drachenhauch	600	Sscroll	Misc	S97	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
297	scroll4	Armageddon	750	Sscroll	Misc	S98	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
298	scroll4	Schwarze Umhüllung	1000	Sscroll	Misc	S99	1	2	5	Zauberspruchrolle	35	0	0	0	Eine Zauberspruchrolle. Um diesen Zauberspruch auszusprechen, hebe die Rolle auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm.
299															
300	book1	Fackellicht	100	Book	Misc	S1	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
301	book1	Flammenpfeil	200	Book	Misc	S2	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
302	book2	Schutz vor Feuer	300	Book	Misc	S3	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
303	book2	Feuerstrahl	400	Book	Misc	S4	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
304	book3	Eile	500	Book	Misc	S5	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
305	book3	Feuerball	750	Book	Misc	S6	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
306	book4	Feuerring	1000	Book	Misc	S7	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
307	book4	Feuerwelle	1500	Book	Misc	S8	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
308	book5	Meteorregen	2000	Book	Misc	S9	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
309	book5	Inferno	3000	Book	Misc	S10	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
310	book5	Verbrennen	5000	Book	Misc	S11	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Feuermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
311	book1	Magisches Auge	100	Book	Misc	S12	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
312	book1	Elektroschock	200	Book	Misc	S13	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
313	book2	Schutz vor Elektrizität	300	Book	Misc	S14	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
314	book2	Funkenflug	400	Book	Misc	S15	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
315	book3	Federfall	500	Book	Misc	S16	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
316	book3	Schild	750	Book	Misc	S17	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
317	book4	Blitzstrahl	1000	Book	Misc	S18	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
318	book4	Sprung	1500	Book	Misc	S19	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
319	book5	Implosion	2000	Book	Misc	S20	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
320	book5	Fliegen	3000	Book	Misc	S21	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
321	book5	Sternenfeuer	5000	Book	Misc	S22	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Luftmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
322	book1	Erwachen	100	Book	Misc	S23	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
323	book1	Kältestrahl	200	Book	Misc	S24	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
324	book2	Schutz vor Kälte	300	Book	Misc	S25	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
325	book2	Giftnebel	400	Book	Misc	S26	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
326	book3	Wasserwandeln	500	Book	Misc	S27	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
327	book3	Eisstrahl	750	Book	Misc	S28	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
328	book4	Verzaubern	1000	Book	Misc	S29	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
329	book4	Säurestrahl	1500	Book	Misc	S30	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
330	book5	Stadtportal	2000	Book	Misc	S31	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
331	book5	Eisbombe	3000	Book	Misc	S32	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
332	book5	Leuchtfeuer	5000	Book	Misc	S33	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Wassermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
333	book1	Betäuben	100	Book	Misc	S34	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
334	book1	Magischer Pfeil	200	Book	Misc	S35	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
335	book2	Schutz vor Magie	300	Book	Misc	S36	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
336	book2	Todesschwarm	400	Book	Misc	S37	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
337	book3	Steinhaut	500	Book	Misc	S38	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
338	book3	Klinge	750	Book	Misc	S39	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
339	book4	Stein zu Fleisch	1000	Book	Misc	S40	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
340	book4	Fels-Attacke	1500	Book	Misc	S41	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
341	book5	Versteinern	2000	Book	Misc	S42	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
342	book5	Todesblüte	3000	Book	Misc	S43	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
343	book5	Schwerezauber	5000	Book	Misc	S44	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Erdmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
344	book1	Spiritueller Pfeil	100	Book	Misc	S45	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
345	book1	Segen	200	Book	Misc	S46	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
346	book2	Heilende Hände	300	Book	Misc	S47	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
347	book2	Glückstag	400	Book	Misc	S48	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
348	book3	Fluch entfernen	500	Book	Misc	S49	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
349	book3	Schutzengel	750	Book	Misc	S50	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
350	book4	Heldentum	1000	Book	Misc	S51	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
351	book4	Untote verjagen	1500	Book	Misc	S52	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
352	book5	Tote auferwecken	2000	Book	Misc	S53	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
353	book5	Geteiltes Leben	3000	Book	Misc	S54	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
354	book5	Auferstehung	5000	Book	Misc	S55	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß die Fähigkeit Spiritueller Magie besitzen, um diesen Zauberspruch zu erlernen.
355	book1	Meditation	100	Book	Misc	S56	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
356	book1	Furcht verjagen	200	Book	Misc	S57	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
357	book2	Nervenschock	300	Book	Misc	S58	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
358	book2	Präzision	400	Book	Misc	S59	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
359	book3	Lähmung heilen	500	Book	Misc	S60	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
360	book3	Charme	750	Book	Misc	S61	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
361	book4	Massenfurcht	1000	Book	Misc	S62	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
362	book4	Umnachtung	1500	Book	Misc	S63	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
363	book5	Irrsinn heilen	2000	Book	Misc	S64	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
364	book5	Hirnschlag	3000	Book	Misc	S65	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
365	book5	Telekinese	5000	Book	Misc	S66	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Geistesmagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
366	book1	Schwäche heilen	100	Book	Misc	S67	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
367	book1	Erste Hilfe	200	Book	Misc	S68	1	3	1	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
368	book2	Schutz vor Gift	300	Book	Misc	S69	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
369	book2	Bolzen	400	Book	Misc	S70	1	3	2	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
370	book3	Wunden heilen	500	Book	Misc	S71	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
371	book3	Gift heilen	750	Book	Misc	S72	1	3	3	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
372	book4	Reaktion	1000	Book	Misc	S73	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
373	book4	Krankheit heilen	1500	Book	Misc	S74	1	3	4	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
374	book5	Kraft	2000	Book	Misc	S75	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
375	book5	Fliegende Faust	3000	Book	Misc	S76	1	3	5	Buch des Wissens	70	0	0	0	Um diesen Zauberspruch zu lernen, hebe das Buch auf und mache einen Linksklick auf das Bild Deines Charakters im Inventory-Bildschirm. Dein Charakter muß Körpermagie-Fähigkeiten besitzen, um diesen Zauberspruch zu erlernen.
